"FVH","sexo","edad","horas_tnr","ingreso_mensual","nivel_pobreza","etnia","afrod","discapacidad","zona","entidad","region","escolaridad","est_dis","upm","factor"
"40139671413","Mujer",23,25,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",55,1396,123
"40139671512","Mujer",36,49,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",55,1396,123
"40139671814","Mujer",19,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",55,1396,123
"40139720113","Mujer",19,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",55,1397,119
"40139720412","Mujer",30,75,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Maestria",55,1397,119
"40139720511","Mujer",47,20,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139720515","Hombre",12,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139740716","Mujer",20,62,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",55,1397,119
"40139740813","Mujer",20,112,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Licenciatura",55,1397,119
"40139741012","Mujer",40,84,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139741112","Mujer",59,84,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139761413","Hombre",15,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",55,1397,119
"40139761414","Hombre",12,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139761511","Hombre",17,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",55,1397,119
"40139761512","Mujer",15,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",55,1397,119
"40139761613","Mujer",15,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",55,1397,119
"40139761813","Mujer",14,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",55,1397,119
"40139791912","Mujer",56,30,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Ninguno",55,1397,119
"40139792012","Mujer",46,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",55,1397,119
"40139792113","Mujer",20,12,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",55,1397,119
"40139801911","Mujer",34,42,1565,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139801912","Mujer",12,10,1565,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139802013","Mujer",18,0,98,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139802111","Hombre",44,5,82,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139802113","Hombre",18,0,33,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139802114","Mujer",15,7,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139802115","Mujer",14,1,33,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139802212","Mujer",32,30,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139802216","Mujer",13,0,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139830111","Mujer",59,56,5870,"No Pobreza","No","No","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139830612","Hombre",64,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Ninguno",54,1398,129
"40139850811","Mujer",62,80,0,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139850813","Mujer",21,45,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Licenciatura",54,1398,129
"40139850912","Mujer",60,40,7826,"No Pobreza","Si","No","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139850913","Mujer",44,0,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139851114","Mujer",17,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139851211","Mujer",47,92,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139851213","Mujer",26,20,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Licenciatura",54,1398,129
"40139851214","Hombre",21,80,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139851215","Hombre",20,30,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139871312","Mujer",50,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139871314","Mujer",12,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139871512","Mujer",35,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",54,1398,129
"40139871513","Hombre",15,23,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139871514","Hombre",13,18,131,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1398,129
"40139871612","Mujer",29,84,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139871613","Mujer",12,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1398,129
"40139871711","Mujer",84,0,4918,"No Pobreza","Si","No","Si","Urbana","Campeche","Sur","Ninguno",54,1398,129
"40139871813","Mujer",17,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",54,1398,129
"40139920112","Mujer",16,28,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139920114","Hombre",13,28,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1399,117
"40139920212","Mujer",32,69,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139920412","Mujer",38,70,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139920413","Hombre",13,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139940812","Mujer",46,21,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139940911","Mujer",85,42,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139940913","Hombre",21,10,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",54,1399,117
"40139940914","Hombre",16,27,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139940915","Hombre",14,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139941212","Mujer",48,84,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139961312","Mujer",25,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Licenciatura",54,1399,117
"40139961413","Hombre",16,13,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139961514","Mujer",16,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139961515","Mujer",13,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139961712","Mujer",37,80,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139961713","Mujer",12,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139991912","Mujer",14,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139991913","Mujer",12,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1399,117
"40139992011","Mujer",39,80,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",54,1399,117
"40139992012","Hombre",18,1,5870,"No Pobreza","Si","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139992112","Mujer",64,35,31304,"No Pobreza","Si","No","No","Urbana","Campeche","Sur","Licenciatura",54,1399,117
"40139992212","Mujer",38,49,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139992213","Hombre",20,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1399,117
"40139992214","Mujer",13,5,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139992314","Mujer",21,42,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1399,117
"40139992315","Mujer",52,16,978,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1399,117
"40140002214","Mujer",17,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140002215","Hombre",17,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140030112","Hombre",14,15,489,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1400,117
"40140030612","Hombre",15,10,978,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1400,117
"40140050713","Hombre",17,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140050714","Mujer",13,17,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",54,1400,117
"40140050912","Hombre",60,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",54,1400,117
"40140050916","Mujer",20,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140050917","Hombre",19,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140050918","Mujer",16,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",54,1400,117
"40140050919","Mujer",14,8,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1400,117
"40140081612","Mujer",42,52,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Ninguno",54,1400,117
"40140081812","Mujer",21,77,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",54,1400,117
"40140120112","Mujer",43,76,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Campeche","Sur","Primaria",68,1401,166
"40140120114","Mujer",18,69,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Ninguno",68,1401,166
"40140120115","Hombre",20,78,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Campeche","Sur","Licenciatura",68,1401,166
"40140120211","Mujer",59,61,0,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Campeche","Sur","Primaria",68,1401,166
"40140120612","Hombre",13,42,346,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140150815","Mujer",13,16,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",68,1401,166
"40140151012","Mujer",32,98,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140151013","Mujer",16,84,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140151111","Mujer",56,56,1957,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140171312","Mujer",27,31,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140171413","Mujer",26,30,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140171613","Mujer",14,3,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140171812","Hombre",39,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140171813","Mujer",18,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140191912","Mujer",21,70,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140191913","Mujer",17,17,0,"Pobreza por Ingresos Extrema","No","Si","Si","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140192013","Mujer",18,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",68,1401,166
"40140192311","Mujer",46,50,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",68,1401,166
"40140202013","Mujer",61,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140202015","Hombre",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140202114","Hombre",13,2,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140202312","Mujer",32,42,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140202313","Hombre",14,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140202314","Mujer",13,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140202411","Mujer",28,28,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Licenciatura",68,1402,190
"40140240412","Mujer",33,49,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140240413","Mujer",12,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140240512","Mujer",14,13,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140240611","Mujer",60,21,978,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Preparatoria",68,1402,190
"40140260712","Hombre",14,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140260713","Hombre",12,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140260812","Mujer",22,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",68,1402,190
"40140260813","Mujer",15,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140260912","Mujer",85,60,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140261012","Mujer",31,63,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140261112","Mujer",15,36,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140261113","Hombre",13,10,16,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140261212","Mujer",12,7,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140281513","Mujer",15,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",68,1402,190
"40140281812","Mujer",50,50,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",68,1402,190
"40140330312","Mujer",52,23,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",53,1403,125
"40140330512","Mujer",57,44,49,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140350712","Mujer",42,35,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",53,1403,125
"40140350713","Mujer",17,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",53,1403,125
"40140350714","Hombre",14,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140351013","Hombre",14,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140351211","Mujer",79,28,5364,"No Pobreza","Si","No","No","Urbana","Campeche","Sur","Primaria",53,1403,125
"40140371311","Mujer",28,81,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140371512","Mujer",59,2,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140371612","Mujer",58,60,0,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Campeche","Sur","Secundaria",53,1403,125
"40140392013","Hombre",21,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",53,1403,125
"40140392014","Mujer",19,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",53,1403,125
"40140392015","Mujer",16,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",53,1403,125
"40140392213","Hombre",34,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",53,1403,125
"40140430213","Mujer",64,63,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",64,1404,116
"40140430312","Mujer",27,63,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Campeche","Sur","Preparatoria",64,1404,116
"40140430612","Mujer",55,63,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",64,1404,116
"40140430613","Hombre",12,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",64,1404,116
"40140530112","Hombre",77,24,9783,"No Pobreza","No","No","Si","Urbana","Campeche","Sur","Licenciatura",65,1405,104
"40140530113","Mujer",77,41,0,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Campeche","Sur","Licenciatura",65,1405,104
"40140530114","Hombre",15,16,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",65,1405,104
"40140530212","Mujer",56,70,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",65,1405,104
"40140530213","Hombre",27,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Licenciatura",65,1405,104
"40140530214","Mujer",24,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Licenciatura",65,1405,104
"40140530311","Hombre",61,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Primaria",65,1405,104
"40140530313","Mujer",38,75,114,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",65,1405,104
"40140530314","Hombre",32,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Secundaria",65,1405,104
"40140530613","Mujer",16,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",65,1405,104
"40140620312","Mujer",48,50,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",67,1406,101
"40140620413","Mujer",16,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"40140620515","Mujer",27,70,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",67,1406,101
"40140620516","Mujer",25,50,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",67,1406,101
"40140620612","Mujer",23,90,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Secundaria",67,1406,101
"40140651113","Mujer",17,4,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"40140651211","Mujer",60,15,1565,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Campeche","Sur","Ninguno",67,1406,101
"40140671312","Mujer",40,55,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"40140671313","Hombre",19,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",67,1406,101
"40140671613","Mujer",45,25,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",67,1406,101
"40140671811","Hombre",45,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Licenciatura",67,1406,101
"40140692113","Mujer",17,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"40140692312","Mujer",62,60,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Primaria",67,1406,101
"40140692412","Mujer",49,50,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"40140692413","Mujer",17,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Campeche","Sur","Preparatoria",67,1406,101
"46140701913","Hombre",14,1,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1407,120
"46140740112","Mujer",33,48,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Campeche","Sur","Secundaria",69,1407,120
"46140740113","Hombre",15,14,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Campeche","Sur","Secundaria",69,1407,120
"46140740114","Mujer",12,18,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Campeche","Sur","Primaria",69,1407,120
"46140740512","Mujer",37,58,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1407,120
"46140740513","Hombre",16,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1407,120
"46140740614","Hombre",35,48,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1407,120
"46140760914","Mujer",14,24,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1407,120
"46140781413","Hombre",20,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1407,120
"46140781414","Hombre",18,12,3541,"No Pobreza","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1407,120
"46140830112","Hombre",12,35,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140830412","Mujer",35,112,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140830512","Mujer",25,105,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1408,148
"46140830612","Mujer",46,84,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1408,148
"46140850711","Hombre",43,32,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140850712","Mujer",43,49,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140850713","Mujer",20,60,4891,"No Pobreza","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140850714","Hombre",12,10,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140850718","Mujer",24,47,4402,"No Pobreza","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1408,148
"46140850913","Mujer",13,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1408,148
"46140851012","Mujer",26,65,978,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140851113","Hombre",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140851213","Hombre",85,0,4728,"No Pobreza","Si","No","No","Rural","Campeche","Sur","Ninguno",69,1408,148
"46140871514","Mujer",60,50,1475,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1408,148
"46140892413","Hombre",14,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1408,148
"46140920114","Mujer",27,56,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Licenciatura",69,1409,112
"46140920211","Hombre",61,42,12857,"No Pobreza","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1409,112
"46140920212","Mujer",51,75,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1409,112
"46140920213","Hombre",25,12,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Licenciatura",69,1409,112
"46140920512","Mujer",58,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1409,112
"46140920514","Hombre",12,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1409,112
"46140920612","Mujer",42,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Primaria",69,1409,112
"46140940714","Mujer",15,2,66,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1409,112
"46140941012","Mujer",22,70,65,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Secundaria",69,1409,112
"46140941113","Mujer",16,17,163,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Campeche","Sur","Preparatoria",69,1409,112
