folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,focos_ahor,combus,fogon_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,finan_1,finan_2,finan_3,finan_4,finan_5,finan_6,finan_7,finan_8,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,calen_lena,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,tam_loc,est_socio,est_dis,upm,factor,procaptar
0602375302,7,8,10,3,10,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,3, ,2500,2500,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,3,2,1,1,06010,1,3,104,0002375,132,0
0602375303,7,8,10,3,12,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,3, ,7500,3500,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002375,132,0
0602375305,7,8,10,3,3,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,1,3500, , ,1,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002375,132,0
0602375306,7,8,10,3,1,,1,2,1,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,15,15,3,,1,3, ,16000,4000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002375,132,0
0602376403,1,8,10,3,15,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,3,,1,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,0,1,06010,1,4,105,0002376,144,0
0602376404,1,8,10,3,5,,1,2,2,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,9,6,3,,1,3, ,7000,6000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,4,105,0002376,144,0
0602376405,1,8,10,3,5,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,11,11,3,,1,2, ,4000, ,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,4,105,0002376,144,0
0602377501,1,8,10,3, ,1,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,1,3,,1,1,1200, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,0,1,06010,1,3,104,0002377,139,0
0602377503,1,8,10,3,12,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,3, ,3000,4200,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,0,2,1,06010,1,3,104,0002377,139,0
0602377504,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002377,139,0
0602377505,1,8,10,3,10,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,3, ,2500,2800,1,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002377,139,0
0602377506,1,8,10,3,4,,1,2,2,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,12,12,3,,1,3, ,6000,6000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,0,1,1,06010,1,3,104,0002377,139,0
0602378701,1,8,10,2,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,4,3,,1,3, ,2500,4000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,06010,1,3,104,0002378,120,0
0602378702,1,8,10,2,20,,1,2,1,3,1,1,1,,1,1,2,2,2,1,0,0,1,1,6,6,3,,1,1,1500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002378,120,0
0602378703,1,8,10,2,20,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,3, ,3000,3000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002378,120,0
0602378704,1,8,10,2,20,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,3, ,3500,3500,1,1,2,1,,,,,,,,01,1,02,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002378,120,0
0602378705,1,8,10,3, ,1,1,2,2,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,3, ,2500,4000,1,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,06010,1,3,104,0002378,120,0
0602378706,1,8,09,2, ,1,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,3, ,3000,3800,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002378,120,0
0602379601,1,8,10,3,5,,1,2,2,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,15,15,3,,1,4, ,8000, ,,1,2,1,,,,,,,,01,1,02,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,4,105,0002379,158,0
0602379602,1,8,10,3,18,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,3, ,3500,6000,1,1,2,,,,,,6,,,01,1,,,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,06010,1,4,105,0002379,158,0
0602379603,1,8,10,3, ,1,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,1,3900, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,1,1,06010,1,4,105,0002379,158,0
0602379604,1,8,10,3, ,1,1,2,2,4,1,1,1,,1,1,1,1,2,1,0,0,1,1,9,9,3,,1,1,3500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,0,1,06010,1,4,105,0002379,158,0
0602379606,1,8,10,3,7,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,2, ,7000, ,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,4,105,0002379,158,0
0602380801,1,8,10,3,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,11,11,3,,1,4, ,2500, ,,1,2,,,,,,6,,,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,5,2,3,1,06010,1,2,103,0002380,117,0
0602380802,1,8,10,3,15,,1,2,2,4,1,1,1,,1,1,1,1,2,1,0,0,1,1,9,9,3,,1,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,2,103,0002380,117,0
0602380803,1,8,10,2,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,12,5,3,,1,4, ,3500, ,,5,,,,,,,,,,01,1,,,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,06010,1,2,103,0002380,117,0
0602380804,1,8,04,2,18,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,3,3,3,,1,4, ,900, ,,1,2,,,,,,6,,,02,1,,,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,3,1,1,06010,1,2,103,0002380,117,0
0602380805,2,8,10,3,20,,1,2,3,5,1,1,1,,1,1,2,1,2,2,1,0,1,1,6,6,3,,1,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,06010,1,2,103,0002380,117,0
0602381801,1,8,10,3,8,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,5,,1,3, ,3500,2500,2,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,0,1,06010,1,4,105,0002381,139,0
0602381802,1,8,10,3,10,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,3, ,4000,4000,1,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,0,1,06010,1,4,105,0002381,139,0
0602381803,1,8,10,3,8,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,6,5,,1,3, ,4000,3800,1,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,06010,1,4,105,0002381,139,0
0602381804,1,8,10,3,8,,1,2,2,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,8,8,3,,1,4, ,6500, ,,1,2,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,2,1,06010,1,4,105,0002381,139,0
0602381805,1,8,10,3,1,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,11,11,5,,1,1,3500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,4,105,0002381,139,0
0602381806,1,8,10,3, ,1,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,3, ,4000,4000,1,1,2,,2,,,,,,,02,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,06010,1,4,105,0002381,139,0
0602382801,5,8,10,3,1,,2,,1,1,6,1,1,,1,1,1,1,2,0,1,1,1,1,1,1,7,,1,1,1900, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,2,2,2,2,9,9,9,9,9,9,9,1,1,0,1,06007,1,2,109,0002382,75,0
0602382802,1,8,10,3,30,,1,2,2,3,1,1,1,,1,1,2,2,2,1,0,0,1,1,5,5,3,,1,5, ,1500, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,0,1,1,06007,1,2,109,0002382,75,0
0602382803,1,8,10,2, ,1,2,,1,1,6,2,1,,1,1,2,2,2,0,1,0,1,1,2,0,7,,1,2, ,2000, ,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,06007,1,2,109,0002382,75,0
0602382805,1,8,10,3,23,,1,2,3,4,1,1,1,,1,1,2,2,2,1,1,0,1,1,5,5,3,,1,5, ,2000, ,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,1,06007,1,2,109,0002382,75,0
0662383019,1,8,10,3,25,,1,2,2,3,1,1,7,,1,1,2,1,2,2,0,0,2,1,6,6,3,,4,4, ,500, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662383022,1,8,03,2,9,,2,,2,2,4,1,2,,1,1,2,1,2,1,1,0,2,1,11,11,3,,7,4, ,1000, ,,2,,,,,,,,7,,01,1,,,3,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,06001,4,1,116,0002383,18,0
0662383024,1,8,04,2,33,,2,,2,2,4,1,2,,1,1,2,1,2,1,0,0,2,1,5,5,3,,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,06001,4,1,116,0002383,18,0
0662383301,1,8,10,2,28,,1,2,2,3,1,2,1,,2,1,2,1,2,2,0,0,1,1,6,6,3,,1,4, ,1000, ,,2,,,,,,,,,8,02,1,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662383302,1,8,04,1, ,1,2,,1,2,4,1,1,,1,1,2,2,2,0,2,0,1,1,5,5,3,,1,1,1200, , ,1,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662383303,1,8,04,2,2,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,4, ,1200, ,,3,,,,,,,,,8,01,1,02,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,5,2,3,1,06001,4,1,116,0002383,18,0
0662383304,1,8,10,2,30,,1,2,2,4,4,1,1,,2,1,2,2,2,1,1,0,1,1,5,5,1,2,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,3,1,2,1,06001,4,1,116,0002383,18,0
0662383305,2,8,04,2,18,,1,2,1,3,1,1,1,,2,1,2,1,2,0,1,1,1,1,7,5,1,1,1,2, ,1500, ,,,,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06001,4,1,116,0002383,18,0
0662383306,1,8,04,2,20,,1,2,3,4,1,1,1,,3,1,2,2,2,0,1,0,1,1,3,3,1,2,1,4, ,1500, ,,2,,,,,,,,,8,02,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,6,4,2,1,06001,4,1,116,0002383,18,0
0662383607,1,8,04,2,8,,1,2,1,2,1,1,1,,3,1,2,2,2,1,0,0,2,1,8,8,1,2,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,6,1,5,1,06001,4,1,116,0002383,18,0
0662383608,1,6,04,2,2,,2,,1,1,1,2,1,,1,1,2,2,2,0,1,0,2,3,1,1,3,,4,3, ,500,1000,1,3,,,,,,,,,&,01,1,,,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,06001,4,1,116,0002383,18,0
0662383609,1,8,10,2,2,,1,2,1,2,2,1,1,,1,1,2,1,2,1,0,0,2,1,5,5,1,2,1,4, ,1200, ,,3,,,,,,,,7,8,01,1,,,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,3,1,2,1,06001,4,1,116,0002383,18,0
0662383611,1,6,01,1,4,,2,,2,2,4,2,1,,1,1,2,2,2,0,1,0,3,1,4,4,1,2,1,2, ,1000, ,,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,2,3,1,06001,4,1,116,0002383,18,0
0662383813,1,8,04,2,60,,1,2,1,2,1,1,1,,1,1,2,2,2,0,1,0,1,1,3,3,5,,1,4, ,1200, ,,4,,,,,,,,,,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662383814,1,8,04,2, ,1,1,2,3,4,1,1,1,,1,1,2,2,2,0,2,0,1,1,4,2,3,,1,1,1000, , ,1,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662383815,2,8,04,2,45,,1,2,2,3,1,1,1,,1,1,1,2,2,0,1,0,1,1,4,4,1,2,1,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,8,3,5,3,06001,4,1,116,0002383,18,0
0662383816,1,8,10,3, ,1,1,2,4,5,1,1,1,,1,1,2,1,2,0,1,0,1,1,11,11,3,,1,1,2000, , ,1,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,2,2,1,06001,4,1,116,0002383,18,0
0662383817,1,8,10,2,6,,1,2,3,4,1,1,1,,1,1,2,2,2,0,1,0,1,1,11,11,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,06001,4,1,116,0002383,18,0
0662383818,1,4,04,1,7,,2,,2,2,4,3,,3,,1,2,2,2,0,1,0,2,1,4,4,1,2,1,3, ,2500,1500,1,2,,,,,,,,,&,01,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002383,18,0
0662384202,1,2,02,1,10,,1,1,1,1,1,1,1,,3,1,2,2,2,0,1,0,2,5, , ,1,2,3,4, ,600, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06001,4,1,116,0002384,18,0
0662384203,1,8,04,2,20,,1,2,2,3,1,1,1,,2,1,2,2,2,0,1,0,1,1,5,5,3,,1,1,1500, , ,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,7,5,2,1,06001,4,1,116,0002384,18,0
0662384204,1,8,10,3,25,,1,2,2,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,10,10,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,06001,4,1,116,0002384,18,0
0662384205,1,8,04,2,6,,1,2,1,2,1,2,1,,2,1,2,2,2,0,1,0,2,1,6,6,3,,1,4, ,1500, ,,1,1,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,06001,4,1,116,0002384,18,0
0662384206,1,6,04,2,10,,2,,1,1,4,2,1,,1,1,2,2,2,0,1,0,2,1,5,5,1,2,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06001,4,1,116,0002384,18,0
0662384507,1,8,10,3,20,,1,2,3,5,1,1,1,,2,1,2,1,2,1,1,0,1,1,10,10,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,06001,4,1,116,0002384,18,0
0662384508,1,6,04,2,40,,1,2,2,3,1,1,1,,3,1,2,2,2,0,1,0,2,1,3,3,3,,1,2, ,800, ,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,3,2,1,06001,4,1,116,0002384,18,0
0662384509,2,8,04,3,30,,1,1,3,4,1,1,1,,2,1,1,2,2,0,1,0,2,1,4,4,1,2,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,3,1,2,1,06001,4,1,116,0002384,18,0
0662384510,1,8,04,2,1,,1,2,1,2,2,1,1,,3,1,2,1,2,0,1,0,1,1,4,4,1,2,1,1,1500, , ,1,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,2,1,1,06001,4,1,116,0002384,18,0
0662384511,1,8,04,2,17,,2,,3,4,3,1,1,,2,1,2,2,2,0,1,0,1,1,4,4,1,2,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,06001,4,1,116,0002384,18,0
0662384512,1,8,04,2,30,,1,2,1,2,1,2,1,,3,3,,,, , , ,5,1,2,2,1,2,1,4, ,800, ,,1,1,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,1,1,06001,4,1,116,0002384,18,0
0662384713,1,8,10,2,10,,2,,1,1,6,3,,3,,3,,,, , , ,5,1,2,2,3,,1,2, ,500, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06001,4,1,116,0002384,18,0
0662384714,1,8,04,2,30,,1,2,1,3,3,1,1,,2,1,2,2,2,1,0,0,2,1,8,8,3,,1,2, ,2000, ,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,1,06001,4,1,116,0002384,18,0
0662384715,1,8,04,3,14,,1,2,4,5,1,1,1,,2,1,2,1,2,2,0,0,1,1,9,0,3,,1,4, ,2000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06001,4,1,116,0002384,18,0
0662384716,1,8,04,2, ,1,1,2,1,2,1,1,1,,2,1,2,2,2,1,0,0,1,1,4,4,3,,1,2, ,800, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06001,4,1,116,0002384,18,0
0662384717,1,8,04,2,20,,1,2,3,5,1,1,1,,2,1,2,2,2,0,1,0,1,1,8,8,3,,1,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,4,1,1,06001,4,1,116,0002384,18,0
0662384718,1,8,10,2,8,,1,2,1,3,2,2,1,,2,1,2,2,2,0,1,0,1,1,4,4,3,,1,4, ,500, ,,5,,,,,,,,,,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,06001,4,1,116,0002384,18,0
0662384919,7,8,04,3,8,,1,2,3,4,1,2,1,,2,1,2,2,2,0,1,0,2,1,9,9,3,,4,4, ,1000, ,,1,1,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,4,2,2,1,06001,4,1,116,0002384,18,0
0662384921,1,8,04,2,4,,1,2,1,3,1,1,1,,2,1,2,1,2,1,0,0,2,1,6,6,3,,4,4, ,1500, ,,3,,,,,,5,,,8,01,1,,,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06001,4,1,116,0002384,18,0
0662384922,1,8,04,2, ,1,2,,1,2,6,1,1,,2,1,2,2,2,0,1,0,1,1,2,2,7,,4,1,600, , ,1,,,,,,,,,,,,,,,,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06001,4,1,116,0002384,18,0
0662384923,1,8,10,2,14,,1,2,2,4,1,1,1,,2,1,2,2,2,0,1,1,2,1,6,6,3,,1,4, ,1300, ,,3,,,,,,,,,8,01,1,,,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,4,3,1,1,06001,4,1,116,0002384,18,0
0662384924,1,8,04,2,20,,1,2,3,4,1,1,1,,3,1,2,2,2,0,1,0,2,1,4,4,3,,1,2, ,500, ,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,5,2,3,1,06001,4,1,116,0002384,18,0
0662385201,1,8,09,2,15,,2,,3,3,1,1,1,,1,1,2,2,2,0,1,0,2,1,6,6,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,06001,4,2,112,0002385,18,0
0662385202,1,8,10,2,20,,1,2,1,2,1,2,2,,2,1,2,2,2,0,1,0,1,1,2,2,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06001,4,2,112,0002385,18,0
0662385203,1,8,04,2,7,,2,,2,3,3,2,2,,1,1,2,2,2,0,1,0,2,1,3,3,3,,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,8,4,4,1,06001,4,2,112,0002385,18,0
0662385204,1,8,04,2,6,,1,2,2,3,1,2,2,,2,1,2,1,2,1,0,0,2,1,5,5,3,,4,1,1000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06001,4,2,112,0002385,18,0
0662385205,7,8,10,2,1,,2,,1,1,3,2,2,,2,3,,,, , , ,2,1,2,2,1,2,4,4, ,1800, ,,4,,,,,,,,,,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,06001,4,2,112,0002385,18,0
0662385206,1,6,04,2,13,,2,,2,2,3,2,1,,5,1,2,2,2,0,1,0,2,1,5,5,3,,1,2, ,1000, ,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,4,2,2,1,06001,4,2,112,0002385,18,0
0662385407,1,8,04,2,40,,1,2,2,3,1,2,1,,3,1,2,2,2,0,1,0,1,1,5,5,3,,1,4, ,1000, ,,4,,,,,,,,,,02,1,,,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,06001,4,2,112,0002385,18,0
