folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,focos_ahor,combus,fogon_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,finan_1,finan_2,finan_3,finan_4,finan_5,finan_6,finan_7,finan_8,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,calen_lena,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,tam_loc,est_socio,est_dis,upm,factor,procaptar
1966589202,1,8,10,2,2,,1,2,2,4,1,1,1,,5,1,2,2,2,1,0,0,1,1,9,9,3,,1,4, ,2000, ,,2,,,,,,,,,8,01,1,,,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,19014,4,2,394,0006589,59,0
1966589204,1,8,10,3,1,,1,2,1,3,1,2,1,,5,1,2,1,2,1,0,0,1,1,4,2,3,,1,1,1000, , ,1,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,3,1,1,19014,4,2,394,0006589,59,0
1966589407,1,8,10,3,10,,1,2,2,5,1,1,1,,4,1,2,1,2,2,0,0,1,1,10,10,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,5,2,3,1,19014,4,2,394,0006589,59,0
1966589408,1,8,10,2,8,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,19014,4,2,394,0006589,59,0
1966589409,1,8,10,3,8,,1,2,2,3,1,1,1,,4,1,2,1,2,1,0,0,1,1,4,2,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,19014,4,2,394,0006589,59,0
1966589410,1,8,10,2,14,,1,2,2,3,1,2,1,,1,1,2,1,2,1,1,0,1,1,6,5,3,,1,4, ,1200, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,19014,4,2,394,0006589,59,0
1966589411,1,8,10,2,8,,1,1,2,3,1,1,1,,1,1,2,1,2,0,1,0,1,1,5,5,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7,4,3,1,19014,4,2,394,0006589,59,0
1966589715,1,8,10,2,4,,1,2,2,3,1,1,1,,3,2,1,1,2,2,0,0,1,1,5,3,3,,1,4, ,1200, ,,2,,,,,,,,,8,01,1,,,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,19014,4,2,394,0006589,59,0
1966589716,1,8,10,3,19,,1,2,3,5,1,1,1,,1,1,2,1,2,1,1,0,1,1,9,9,3,,1,4, ,1500, ,,3,,,,,,,,,8,01,1,,,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,4,2,2,1,19014,4,2,394,0006589,59,0
1966589919,1,8,10,2,7,,1,2,1,2,1,2,1,,2,1,2,1,2,1,0,0,1,1,4,4,3,,1,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,19014,4,2,394,0006589,59,0
1966589920,1,8,10,3,2,,1,2,1,3,1,2,1,,3,1,2,1,2,0,1,0,1,1,4,4,3,,1,2, ,1300, ,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,1,3,1,19014,4,2,394,0006589,59,0
1966589922,1,8,10,3,6,,1,2,3,5,1,1,1,,5,1,2,1,2,1,1,0,1,1,17,17,3,,1,4, ,4000, ,,2,,,,,,,,,8,01,1,,,3,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,4,2,2,1,19014,4,2,394,0006589,59,0
1966589923,1,8,10,3,5,,1,2,1,4,1,2,1,,2,1,2,1,2,1,0,1,1,1,10,10,3,,1,4, ,2000, ,,3,,,,,,,,,8,02,1,,,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,19014,4,2,394,0006589,59,0
1966590019,1,7,10,2,50,,1,2,3,4,1,3,,1,,2,2,3,2,1,0,0,5,1,5,5,3,,7,4, ,1500, ,,3,,,,,,,,,8,01,1,,,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,1,19014,4,2,394,0006590,45,0
1966590020,1,8,10,3, ,1,1,2,2,3,1,3,,1,,2,2,3,2,1,1,0,5,1,9,4,3,,7,1,1500, , ,1,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,4,1,3,1,19014,4,2,394,0006590,45,0
1966590022,1,7,03,2, ,1,2,,1,1,1,3,,1,,2,2,3,2,0,1,0,5,1,1,0,3,,6,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,19014,4,2,394,0006590,45,0
1966590023,1,7,03,2,23,,1,2,2,4,1,3,,1,,1,2,3,2,0,1,0,5,1,6,4,3,,7,2, ,2000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,1,1,19014,4,2,394,0006590,45,0
1966590024,1,7,10,2,7,,1,2,1,2,1,3,,1,,1,2,3,2,0,1,0,5,1,4,4,3,,7,1,2000, , ,1,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,19014,4,2,394,0006590,45,0
1966590301,1,7,03,2,38,,1,2,2,3,1,3,,6,,2,2,3,2,0,1,0,2,1,6,6,3,,2,4, ,3000, ,,1,1,,,,,,,,8,01,1,,,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,19014,4,2,394,0006590,45,0
1966590303,1,7,03,2,1,,1,2,2,3,1,2,2,,5,2,2,3,2,0,1,1,2,1,5,2,3,,1,4, ,1200, ,,1,1,,,,,,,7,,01,1,,,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7,4,3,1,19014,4,2,394,0006590,45,0
1966590304,1,7,10,2,15,,2,,3,3,4,3,,1,,1,2,1,1,1,0,0,2,1,5,3,3,,4,4, ,2000, ,,2,,,,,,,,,8,01,1,,,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,1,1,19014,4,2,394,0006590,45,0
1966590305,2,7,10,2,50,,1,2,3,4,1,2,2,,5,1,1,1,1,0,1,0,2,1,5,5,3,,2,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,5,3,2,1,19014,4,2,394,0006590,45,0
1966590306,1,8,10,2, ,1,1,2,3,4,1,1,2,,5,1,2,1,2,0,1,1,2,1,6,5,3,,4,1,500, , ,1,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,19014,4,2,394,0006590,45,0
1966590610,1,7,09,2,40,,1,2,2,4,2,1,1,,5,1,2,2,2,1,0,0,2,1,8,8,3,,7,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,7,2,5,1,19014,4,2,394,0006590,45,0
1966590611,2,8,10,3,5,,1,2,3,5,1,1,1,,5,1,2,1,2,0,1,1,2,1,10,10,3,,4,4, ,500, ,,3,,,,,,,,,8,01,1,02,1,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,4,2,2,1,19014,4,2,394,0006590,45,0
1966590612,2,7,03,2,60,,1,2,2,4,1,2,1,,5,1,2,2,2,0,1,0,2,1,5,2,3,,4,4, ,1000, ,,3,,,,,,,,,8,01,1,02,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,19014,4,2,394,0006590,45,0
1966590813,1,8,03,2,12,,1,2,2,4,1,3,,1,,1,2,2,2,1,0,0,2,1,8,4,3,,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,19014,4,2,394,0006590,45,0
1966590814,2,8,10,2,10,,1,2,2,3,1,2,1,,5,1,1,3,2,0,1,0,5,1,4,4,3,,4,4, ,2000, ,,2,,,,,,,,7,8,01,1,,,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,19014,4,2,394,0006590,45,0
1966590815,1,8,10,2,13,,1,2,2,3,1,3,,1,,2,2,3,2,0,1,0,5,1,4,4,1,2,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,5,3,2,1,19014,4,2,394,0006590,45,0
1966590816,1,7,09,2,55,,1,2,1,2,1,3,,1,,2,2,3,2,0,1,0,2,1,4,4,3,,4,4, ,2000, ,,4,,,,,,,,,,01,1,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,5,1,4,1,19014,4,2,394,0006590,45,0
1966590817,1,8,07,2,10,,1,2,1,2,1,3,,1,,2,1,3,2,0,1,0,5,1,2,0,3,,4,4, ,1000, ,,3,,,,,,,,,8,01,1,02,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,1,1,19014,4,2,394,0006590,45,0
1966590818,2,7,01,2,45,,1,2,1,4,1,1,2,,5,2,1,3,2,0,0,1,5,1,4,1,1,1,4,4, ,4000, ,,4,,,,,,,,,,02,1,01,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,5,2,3,1,19014,4,2,394,0006590,45,0
1966591201,1,7,03,2,60,,1,2,2,6,1,3,,6,,1,2,3,2,0,1,0,2,4,9,9,1,2,4,4, ,1000, ,,4,,,,,,,,,,03,1,,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,1,19014,4,1,396,0006591,39,0
1966591202,1,7,03,1,30,,1,2,2,3,2,3,,6,,2,2,3,2,0,1,0,5,1,5,5,1,1,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,19014,4,1,396,0006591,39,0
1966591203,1,8,10,3, ,1,1,2,5,9,1,3,,6,,2,2,3,2,1,2,0,2,1,13,13,1,2,4,4, ,2500, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,3,2,1,19014,4,1,396,0006591,39,0
1966591204,2,7,10,2,60,,1,2,2,5,1,3,,1,,2,2,3,2,0,2,0,5,1,8,8,3,,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,3,2,1,1,19014,4,1,396,0006591,39,0
1966591205,2,8,10,2,7,,1,2,2,4,2,3,,1,,2,2,3,2,0,1,0,5,1,4,4,1,2,4,4, ,1000, ,,5,,,,,,,,,,01,1,,,3,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,3,1,2,1,19014,4,1,396,0006591,39,0
1966591407,1,8,10,2,8,,1,2,3,4,1,3,,6,,2,2,3,2,0,1,0,2,1,6,6,1,1,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,5,3,2,1,19014,4,1,396,0006591,39,0
1966591409,1,8,10,2,13,,1,2,2,3,1,3,,6,,2,2,3,2,0,1,0,5,1,3,2,1,2,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,19014,4,1,396,0006591,39,0
1966591410,1,8,10,2,8,,1,2,2,3,1,3,,6,,2,2,3,2,0,2,0,5,1,4,4,1,1,4,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,4,2,2,1,19014,4,1,396,0006591,39,0
1966591411,1,8,10,2,5,,1,2,2,3,1,3,,6,,1,2,2,2,0,2,0,2,1,4,4,1,1,4,4, ,1500, ,,2,,,,,,,,,8,02,1,01,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,19014,4,1,396,0006591,39,0
1966591412,1,8,10,2,40,,1,2,3,5,1,3,,6,,1,2,2,2,0,2,0,2,1,5,5,1,2,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,7,3,4,1,19014,4,1,396,0006591,39,0
1966591613,1,8,10,2,7,,1,2,2,3,2,3,,6,,2,2,3,2,0,1,0,5,1,3,3,1,1,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,19014,4,1,396,0006591,39,0
1966591614,1,7,03,2,30,,1,2,2,4,2,3,,6,,2,2,3,2,0,1,0,5,1,5,3,1,1,4,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,19014,4,1,396,0006591,39,0
1966591616,1,7,10,2,50,,1,2,2,3,1,3,,1,,2,2,3,2,0,1,0,2,1,4,2,1,2,4,4, ,500, ,,3,,,,,,,,,8,01,1,02,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,1,3,1,19014,4,1,396,0006591,39,0
1966591617,1,8,10,2, ,1,1,2,3,5,1,3,,1,,1,2,1,2,1,0,0,2,1,6,2,3,,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,4,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,7,4,3,1,19014,4,1,396,0006591,39,0
1966591618,1,8,03,2,34,,2,,3,4,5,3,,1,,2,2,3,2,0,1,0,2,1,4,4,1,2,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,1,1,19014,4,1,396,0006591,39,0
1966591919,1,8,03,2,24,,1,2,1,3,2,3,,6,,2,2,3,2,0,1,0,5,1,4,0,3,,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,19014,4,1,396,0006591,39,0
1966591920,1,8,10,2,29,,1,2,2,3,2,3,,6,,2,2,3,2,0,1,0,5,1,3,2,3,,4,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,19014,4,1,396,0006591,39,0
1966591921,1,8,10,2,3,,1,2,3,6,2,3,,6,,2,2,3,2,0,1,0,5,1,7,7,3,,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,3,3,1,19014,4,1,396,0006591,39,0
1966591922,1,8,03,2,13,,1,2,3,4,2,3,,6,,2,2,3,2,0,1,0,5,1,5,5,3,,4,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,6,4,2,1,19014,4,1,396,0006591,39,0
1966591923,2,7,03,2,40,,1,2,3,4,2,3,,1,,2,2,3,2,0,1,0,2,1,5,0,3,,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,7,3,4,1,19014,4,1,396,0006591,39,0
1966591924,2,7,03,2,27,,1,2,3,7,2,3,,6,,1,2,2,2,0,1,0,2,1,7,7,1,1,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,4,2,1,19014,4,1,396,0006591,39,0
1966592019,1,8,10,3,9,,1,2,2,3,1,2,5,,2,2,2,3,2,0,1,0,5,1,5,5,3,,4,4, ,500, ,,3,,,,,,,,,8,01,1,,,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,19014,4,1,396,0006592,39,0
1966592020,2,7,07,2,50,,1,2,2,3,2,2,1,,2,2,2,3,2,0,1,0,5,1,3,3,3,,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,19014,4,1,396,0006592,39,0
1966592021,2,8,10,2,4,,1,2,2,3,1,2,1,,2,2,2,3,2,0,1,0,5,1,4,4,3,,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,1,1,19014,4,1,396,0006592,39,0
1966592024,1,7,03,2,40,,1,2,2,4,2,1,1,,2,2,2,3,2,0,1,0,5,1,4,4,1,1,4,4, ,500, ,,3,,,,,,,,,8,03,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,19014,4,1,396,0006592,39,0
1966592301,2,8,10,2,4,,1,1,1,2,1,3,,6,,2,2,3,2,0,1,0,1,1,2,0,3,,4,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,5,1,4,1,19014,4,1,396,0006592,39,0
1966592302,2,8,10,2,35,,1,2,1,6,2,1,1,,5,2,2,3,2,0,1,0,5,1,6,3,3,,4,4, ,1000, ,,4,,,,,,,,,,01,1,,,4,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,19014,4,1,396,0006592,39,0
1966592303,2,8,10,2,6,,1,2,2,3,1,2,1,,2,2,1,3,2,0,1,0,5,1,2,1,3,,4,4, ,1000, ,,4,,,,,,,,,,01,1,,,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5,3,2,1,19014,4,1,396,0006592,39,0
1966592304,2,8,10,2,20,,1,2,1,2,1,1,1,,5,2,2,3,2,0,1,0,5,1,2,1,1,2,4,4, ,1000, ,,3,,,,,,,,,8,01,1,02,1,4,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,19014,4,1,396,0006592,39,0
1966592305,2,8,10,2,43,,1,2,1,2,2,2,1,,5,2,1,3,2,0,1,0,5,1,3,0,1,2,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,3,1,2,1,19014,4,1,396,0006592,39,0
1966592306,2,8,03,2,50,,1,2,2,3,1,2,1,,5,3,,,, , , ,5,1,3,2,1,2,4,4, ,1000, ,,4,,,,,,,,,,01,1,,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,5,2,3,1,19014,4,1,396,0006592,39,0
1966592507,1,8,03,2,21,,1,2,3,4,2,1,1,,1,2,2,3,2,0,1,0,5,1,5,3,3,,4,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,8,4,4,1,19014,4,1,396,0006592,39,0
1966592508,1,8,10,2,15,,1,2,2,4,1,1,1,,5,1,2,1,2,0,2,0,2,1,6,0,3,,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,1,1,2,1,1,4,2,2,1,19014,4,1,396,0006592,39,0
1966592509,1,8,08,2,15,,2,,1,1,5,2,1,,5,2,2,3,2,0,1,0,5,1,2,2,1,2,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,4,3,1,1,19014,4,1,396,0006592,39,0
1966592511,1,8,10,2,5,,1,2,2,3,1,2,1,,5,2,2,3,2,0,1,0,5,1,8,8,3,,4,4, ,500, ,,6,,,,,,,,,,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,0,2,1,19014,4,1,396,0006592,39,0
1966592512,1,7,03,2,42,,1,2,3,5,2,2,1,,1,2,2,3,2,0,1,0,5,1,4,4,3,,4,2, ,1000, ,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,19014,4,1,396,0006592,39,0
1966592813,2,7,10,2,16,,1,2,2,3,1,1,1,,5,2,2,3,2,0,1,0,3,1,3,0,1,1,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,4,3,1,1,19014,4,1,396,0006592,39,0
1966592814,2,7,03,1,22,,1,2,3,4,1,1,1,,5,2,2,3,1,0,2,0,5,1,5,5,1,1,4,4, ,1000, ,,3,,,,,,,,,8,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,6,4,2,1,19014,4,1,396,0006592,39,0
1966592815,1,7,10,1,40,,1,2,2,3,2,3,,1,,2,2,3,2,0,1,0,5,1,3,3,1,2,4,4, ,1000, ,,3,,,,,,,6,,,01,1,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,19014,4,1,396,0006592,39,0
1966592816,2,7,10,3,12,,1,2,2,3,2,3,,3,,2,1,3,2,0,1,0,5,1,3,2,1,1,4,4, ,1200, ,,2,,,,,,,,,8,01,1,,,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,2,3,1,19014,4,1,396,0006592,39,0
1966592817,1,7,03,2,50,,1,2,3,4,1,2,1,,5,1,2,1,2,0,1,0,3,1,4,4,1,1,4,4, ,600, ,,3,,,,,,,,,8,01,1,,,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,19014,4,1,396,0006592,39,0
1966592818,1,7,10,2,60,,1,2,4,5,1,2,1,,2,2,2,3,1,0,1,0,2,1,3,1,1,1,4,4, ,1000, ,,4,,,,,,,,,,01,1,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,7,4,3,1,19014,4,1,396,0006592,39,0
1966593201,2,7,08,2,99,,2,,3,3,3,1,2,,4,1,1,2,2,1,0,0,2,1,4,4,1,2,4,4, ,1200, ,,3,,,,,,,,,8,01,1,,,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,8,3,5,1,19014,4,1,396,0006593,40,0
1966593202,1,7,07,2,60,,1,2,3,5,1,1,7,,1,1,2,2,2,1,0,0,2,1,10,10,3,,4,4, ,2000, ,,1,1,,,,,,,,8,02,1,,,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,3,1,2,1,19014,4,1,396,0006593,40,0
1966593205,1,7,08,2,5,,1,2,2,3,2,1,2,,4,1,2,2,2,0,1,0,2,1,6,6,3,,4,4, ,1000, ,,3,,,,,,,,,8,02,1,,,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,4,1,3,1,19014,4,1,396,0006593,40,0
1966593206,2,7,08,2,60,,1,2,2,3,2,3,,1,,1,2,2,2,0,1,0,1,1,6,5,1,1,4,4, ,1200, ,,2,,,,,,,,,8,01,1,,,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,4,1,3,1,19014,4,1,396,0006593,40,0
1966593407,1,7,03,2,30,,1,2,2,3,1,3,,6,,2,2,3,2,0,1,0,5,1,5,5,3,,4,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,3,1,2,1,19014,4,1,396,0006593,40,0
1966593408,1,7,03,2, ,1,1,2,2,4,1,3,,2,,2,2,3,2,0,1,0,5,1,5,2,3,,4,4, ,1500, ,,2,,,,,,,,,8,03,1,,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,4,3,1,1,19014,4,1,396,0006593,40,0
1966593409,1,7,03,2, ,1,1,2,3,4,1,3,,6,,2,2,3,2,0,1,0,5,1,4,2,3,,4,4, ,1500, ,,4,,,,,,,,,,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,19014,4,1,396,0006593,40,0
1966593411,1,7,03,2,60,,1,2,4,5,1,3,,6,,1,1,1,2,1,0,0,2,1,8,8,3,,4,4, ,2000, ,,4,,,,,,,,,,01,1,,,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,19014,4,1,396,0006593,40,0
1966593412,1,8,03,2,10,,1,2,2,3,1,3,,6,,2,1,3,2,0,1,0,5,5, , ,3,,4,4, ,1500, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,4,2,2,1,19014,4,1,396,0006593,40,0
1966593713,1,7,03,2,50,,1,2,2,3,1,3,,6,,2,2,3,2,0,1,0,5,1,4,1,3,,4,2, ,500, ,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,6,3,3,1,19014,4,1,396,0006593,40,0
1966593714,1,7,07,2,39,,1,2,3,5,1,3,,6,,1,2,2,2,0,2,0,2,1,5,5,3,,4,4, ,700, ,,3,,,,,,,,,8,01,1,02,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,19014,4,1,396,0006593,40,0
1966593715,1,7,07,2,70,,1,2,2,6,1,3,,6,,1,2,2,2,0,2,0,2,1,6,0,3,,4,4, ,1000, ,,4,,,,,,,,,,01,1,,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,0,1,1,19014,4,1,396,0006593,40,0
